province_id,school_text,label_school_id
25,142-р сургууль,25
25,142-р сургууль,25
25,142-р сургууль,25
25,Путонхуа,25
25,Путонхуа,25
25,Путонхуа,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,34 дүгээр сургууль,29
29,34 дүгээр сургууль,29
18,2-р сургууль,18
3,Гэгээн сумади,3
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
19,Чандмань сумын сургууль,19
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
27,42-р сургууль,27
27,123-р сургууль,27
27,123-р сургууль,27
27,123-р сургууль,27
27,123-р сургууль,27
27,"""Өнөр"" цогцолбор",27
24,Гэгээрэл,24
24,Гэгээрэл,24
25,14 сургууль,25
25,48-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,142-р сургууль,25
25,142-р сургууль,25
25,142-р сургууль,25
25,Путонхуа,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,114,29
29,34 дүгээр сургууль,29
29,34 дүгээр сургууль,29
12,ЕБ-ын 15 дугаар сургууль,12
3,Гэгээн сумади,3
15,Наран ЕБС,15
21,Дадал,21
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
1,5-р сургууль,1
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
27,42-р сургууль,27
27,42-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
25,33-р сургууль,25
25,33-р сургууль,25
25,33-р сургууль,25
25,33-р сургууль,25
25,48-р сургууль,25
25,48-р сургууль,25
25,48-р сургууль,25
25,48-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,142-р сургууль,25
25,142-р сургууль,25
25,Путонхуа,25
25,Путонхуа,25
25,Олонлог Академи,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
12,4,12
12,4,12
12,4,12
2,Өлгий-3 ЕБС,2
20,Эрдмийн далай,20
29,Шинэ Зуун Билэг,29
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
16,Мандал сумын ЕБ-ын 4-р сургууль,16
22,Гүн галуутай,22
22,Гүн галуутай,22
27,42-р сургууль,27
27,152-р сургууль,27
27,152-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,73-р сургууль,24
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,84,25
25,142-р сургууль,25
25,Путонхуа,25
25,Путонхуа,25
25,Олонлог Академи,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,114,29
12,4,12
12,4,12
12,4,12
21,Тэмүүжин сургууль,21
29,Шинэ Зуун Билэг,29
7,18,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
30,117 дугаар сургууль,30
22,Гүн галуутай,22
27,123-р сургууль,27
27,123-р сургууль,27
27,154,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
12,4,12
15,Наран сумын ЕБС,15
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
14,Даланзадгад сумын Ерөнхий боловсролын 4-р сургууль,14
16,Мандал сумын ЕБ-ын 3-р сургууль,16
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
27,67-р сургууль,27
27,67-р сургууль,27
27,123-р сургууль,27
27,123-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,19-р сургууль,24
24,19-р сургууль,24
24,19-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,53-р сургууль,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
5,3-р сургууль,5
12,4,12
12,4,12
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
8,Замын-Үүд II,8
8,Замын-Үүд II,8
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
14,Гурвантэс сумын Ерөнхий боловсролын сургууль,14
16,Мандал сумын ЕБ-ын 3-р сургууль,16
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
27,67-р сургууль,27
27,67-р сургууль,27
27,67-р сургууль,27
27,67-р сургууль,27
27,123-р сургууль,27
27,123-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,19-р сургууль,24
24,73-р сургууль,24
25,14,25
25,48-р сургууль,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,Орчлон олон улсын сургууль,29
29,75 сургууль,29
29,Хүмүүн Сургууль,29
24,Эрдэм-Алтай бага сургууль,24
21,Дадал,21
21,Дадал,21
7,16-р сургууль,7
7,ШУТИС-ийн харьяа ДУА дахь ЕБАС,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
7,18 дугаар сургууль,7
8,Замын-Үүд II,8
8,Замын-Үүд II,8
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
27,104-р сургууль,27
27,104-р сургууль,27
27,122-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154,27
27,Ирээдүй сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,19-р сургууль,24
24,19-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,115,29
29,7-р сургууль,29
2,2-р сургууль,2
29,Шинэ Зуун Билэг,29
8,Сайншанд I,8
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
30,117 дугаар сургууль,30
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
27,104-р сургууль,27
27,104-р сургууль,27
27,104-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,19-р сургууль,24
24,19-р сургууль,24
24,19-р сургууль,24
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,16,28
12,Билигт-Өргөө,12
29,7-р сургууль,29
29,7-р сургууль,29
7,16-р сургууль,7
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
30,23 дугаар сургууль,30
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
27,104-р сургууль,27
27,104-р сургууль,27
27,122-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,19-р сургууль,24
24,51-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
28,3 дугаар сургууль,28
28,3 дугаар сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,16- р сургууль,28
29,Күнз,29
2,2-р сургууль,2
29,Күнз,29
29,Күнз,29
29,Күнз,29
29,Күнз,29
29,Күнз,29
29,Күнз,29
20,Эрдмийн далай,20
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
30,50 дугаар сургууль,30
30,50 дугаар сургууль,30
30,50 дугаар сургууль,30
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
22,Гүн галуутай,22
27,104-р сургууль,27
27,104-р сургууль,27
27,104-р сургууль,27
27,104-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,154,27
27,154,27
27,154-р сургууль,27
24,19-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,33,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
25,53-р сургууль,25
28,3 дугаар сургууль,28
28,3 дугаар сургууль,28
28,3 дугаар сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,114-р сургууль,29
29,114-р сургууль,29
18,Эрдмийн эхлэл,18
18,Эрдмийн эхлэл,18
29,Күнз,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
25,Шилдэг,25
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
16,Мандал сумын ЕБ-ын 3-р сургууль,16
30,50 дугаар сургууль,30
22,Гүн галуутай,22
27,104-р сургууль,27
27,104-р сургууль,27
27,104-р сургууль,27
27,104-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,121-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,154-р сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
27,Өнөр сургууль,27
24,28-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,87-р сургууль,25
28,3 дугаар сургууль,28
28,3 дугаар сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,114-р сургууль,29
29,114-р сургууль,29
2,Бастама,2
2,Бастама,2
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
29,7-р сургууль,29
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургуулвь,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од цогцолбор,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од цогцолбор,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од цогцолбор,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
1,Өгийнуур ЕБС,1
20,Мөрөн Гурван-Эрдэнэ,20
20,Мөрөн Гурван-Эрдэнэ,20
20,Нутгийн-Аваргууд,20
14,Ханбогд сумын Ерөнхий боловсролын 1-р сургууль,14
27,104-р сургууль,27
27,154-р сургууль,27
27,162-р сургууль,27
27,162-р сургууль,27
27,162-р сургууль,27
27,162-р сургууль,27
27,162-р сургууль,27
24,38-р сургууль,24
24,73-р сургууль,24
24,73-р сургууль,24
25,87-р сургууль,25
28,4 дүгээр сургууль,28
28,4 дүгээр сургууль,28
29,114-р сургууль,29
29,Солонго Эс Эф,29
15,Эрдэнэцагаан сумын ЕБС,15
13,Арвайхээр сумын ЕБ-ын 2-р сургууль,13
13,Арвайхээр сумын ЕБ-ын 4-р сургууль,13
20,Эрдмийн далай,20
28,35-р сургууль,28
25,Шилдэг,25
29,10-р сургууль,29
7,Од,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од цогцолбор,7
7,Од сургууль,7
7,Од сургууль,7
7,Од цогцолбор,7
7,Од сургууль,7
7,Од сургууль,7
7,Од  сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од  сургууль,7
7,Од сургууль,7
7,Од  сургууль,7
7,Од  сургууль,7
7,Од  сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,Од сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
5,1-р сургууль,5
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,19 дүгээр сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
5,1-р сургууль,5
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,12 дугаар сургууль,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Цайхун сургууль,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол-Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол-Оюу,7
7,Монгол Оюу,7
7,Монгол Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу сургууль,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол оюу,7
7,Монгол оюу,7
7,Монгол оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол-Оюу,7
7,Монгол Оюу,7
7,Монгол-Оюу,7
7,mongol oyu,7
7,Монгол Оюу,7
7,9 дүгээр сургууль,7
7,9 дүгээр сургууль,7
7,9 дүгээр,7
7,9,7
7,9-р,7
7,9 дүгээр сургууль,7
7,9 дүгээр сургууль,7
7,9 дүгээр сургууль,7
7,9 дүгээр сургууль,7
7,9,7
7,9,7
7,9 дүгээр сургууль,7
7,9,7
7,ЕБ 9-р сургууль,7
7,ЕБ 9-р сургууль,7
7,ЕБ 9-р сургууль,7
7,ЕБ 9-р сургууль,7
7,ЕБ9р сур,7
7,ЕБ9р сур,7
7,ЕБ9р сур,7
7,ЕБ9р сур,7
7,9-р сургууль,7
7,9-р сургууль,7
7,9-р сургууль,7
7,ЕБ 9дүгээр сургууль,7
7,ЕБ 9дүгээр сургууль,7
7,ЕБ 9дүгээр сургууль,7
7,9 дүгээр сургууь,7
7,9 сургууль,7
7,9 дүгээр сургууль,7
7,9 дүгээр сургууль,7
7,9,7
7,9,7
7,9,7
7,9 дүгээр сургууль,7
7,9,7
7,9 дүгээр сургууль,7
7,9 дүгээр,7
7,9 дүгээр,7
7,9 дүгээр сургууль,7
7,9 дүгээр сургууль,7
